                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                  212190                                      690                  1.0000000000000000E+000                  2.0000000000000000E-002                  7.4744183401043236E+008                  3.0509744853991597E+003                  3.5121807495202609E+002                  3.1136808748428795E+007                  1.2544263849546091E+001                 -6.9687712375707296E+000                  6.9388199878397205E-001                  8.2583372085340342E-013                  3.0611799904246656E-001                  1.8636000142055440E-010                  1.9721172869273124E-009                  1.3056570480391038E-011                  1.2017700620824352E-012                  7.7334288695334499E+002                  1.1187920322158833E-002                  5.3660882832319703E+002                  9.6149234630922706E-009                  2.3673405692727158E+002                  6.5182344224479677E-008                  1.6182574354867211E-006                  8.8922454503476830E-009                  9.2937214297416717E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.7334288678859593E+002                  1.2544202558952048E+001                  7.7334288503308005E+002                  1.2543554700972393E+001                  1.5989643426299699E+004                  3.6058347486557723E+004                  2.4836934741822857E+005                  4.3758953322135553E+007                  4.3738662688034169E+007                  3.8063988973850943E-001                  3.0351958810238880E+006                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.3587470420967620E+016                                  "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20201227" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                      10                  7.7334288694491738E+002                  1.0984450715460687E+000                  5.9027505227569668E+000                 -5.0956863626640452E+000                  9.2755759789834773E+000                  6.9388268000631759E-001                  3.0611731780182494E-001                  2.1918574732993079E-009                  9.9999999998910227E-001                 -1.3652102322470320E+001                  6.2251229931944740E-001                  8.9134568538532973E-016                  1.6177690318992081E+001 
                                      11                  7.7334288694070642E+002                  1.0984450172780871E+000                  5.9027583246570297E+000                 -5.0956731779716646E+000                  9.2756025462750902E+000                  6.9388268000630937E-001                  3.0611731780183316E-001                  2.1918574732993079E-009                  9.9999999998365718E-001                 -1.3652098914941423E+001                  6.2251229931734786E-001                  8.9155658420025169E-016                  1.6177696231356759E+001 
                                      12                  7.7334288693667463E+002                  1.0984449653203345E+000                  5.9027704123831546E+000                 -5.0956527509270098E+000                  9.2756437077374017E+000                  6.9388268000629871E-001                  3.0611731780184409E-001                  2.1918571402324005E-009                  9.9999999997844380E-001                 -1.3652093636492555E+001                  6.2251229931409424E-001                  8.9188343169823095E-016                  1.6177699838252135E+001 
                                      13                  7.7334288692793473E+002                  1.0984448526945285E+000                  5.9027871053278620E+000                 -5.0956245375222631E+000                  9.2757005530708927E+000                  6.9388268000629105E-001                  3.0611731780185153E-001                  2.1918573622770054E-009                  9.9999999996714228E-001                 -1.3652086337828139E+001                  6.2251229930959873E-001                  8.9233500318387154E-016                  1.6177711882587349E+001 
                                      14                  7.7334288691903464E+002                  1.0984447380103093E+000                  5.9028078216118507E+000                 -5.0955895227245911E+000                  9.2757711002958718E+000                  6.9388268000628095E-001                  3.0611731780186169E-001                  2.1918573622770054E-009                  9.9999999995563360E-001                 -1.3652077276840732E+001                  6.2251229930402052E-001                  8.9289572597131295E-016                  1.6177722490566005E+001 
                                      15                  7.7334288690603967E+002                  1.0984445705753532E+000                  5.9028435305541578E+000                 -5.0955291651626320E+000                  9.2758927054418336E+000                  6.9388268000627140E-001                  3.0611731780187118E-001                  2.1918573622770054E-009                  9.9999999993882993E-001                 -1.3652061653514162E+001                  6.2251229929440288E-001                  8.9386306372322008E-016                  1.6177735545981694E+001 
                                      16                  7.7334288688128470E+002                  1.0984442516626058E+000                  5.9029051524099483E+000                 -5.0954249874748649E+000                  9.2761025680271239E+000                  6.9388268000626385E-001                  3.0611731780187879E-001                  2.1918573622770054E-009                  9.9999999990681965E-001                 -1.3652034645733936E+001                  6.2251229927780893E-001                  8.9553481950638616E-016                  1.6177763242543708E+001 
                                      17                  7.7334288684086732E+002                  1.0984437310959523E+000                  5.9030046367753846E+000                 -5.0952567507037285E+000                  9.2764414071507364E+000                  6.9388268000625675E-001                  3.0611731780188611E-001                  2.1918571402324005E-009                  9.9999999985455634E-001                 -1.3651990930983555E+001                  6.2251229925103324E-001                  8.9824030516404670E-016                  1.6177808901034460E+001 
                                      18                  7.7334288677599295E+002                  1.0984428958509642E+000                  5.9031727414018107E+000                 -5.0949723727455911E+000                  9.2770140302851090E+000                  6.9388268000624964E-001                  3.0611731780189322E-001                  2.1918571402324005E-009                  9.9999999977066822E-001                 -1.3651916837223546E+001                  6.2251229920582862E-001                  9.0283028096478603E-016                  1.6177878301217540E+001 
                                      19                  7.7334288666274335E+002                  1.0984414387260097E+000                  5.9034987732079758E+000                 -5.0944207000256565E+000                  9.2781247479100095E+000                  6.9388268000624276E-001                  3.0611731780189988E-001                  2.1918573622770054E-009                  9.9999999962422659E-001                 -1.3651772827743965E+001                  6.2251229911827510E-001                  9.1179801506316775E-016                  1.6177984671067623E+001 
                                      20                  7.7334288642982017E+002                  1.0984384455801659E+000                  5.9040469713374808E+000                 -5.0934909797633221E+000                  9.2799935326332488E+000                  6.9388268000623687E-001                  3.0611731780190582E-001                  2.1918573622770054E-009                  9.9999999932303663E-001                 -1.3651525796674626E+001                  6.2251229897164795E-001                  9.2707762133768574E-016                  1.6178255863531454E+001 
                                      21                  7.7334288607832150E+002                  1.0984339382383974E+000                  5.9050288331931275E+000                 -5.0918247786334483E+000                  9.2833418426504188E+000                  6.9388268000623043E-001                  3.0611731780191220E-001                  2.1918573622770054E-009                  9.9999999886851798E-001                 -1.3651081031092998E+001                  6.2251229871012526E-001                  9.5507415452003198E-016                  1.6178592835205116E+001 
                                      22                  7.7334288537644250E+002                  1.0984249719444472E+000                  5.9069129689046562E+000                 -5.0886170934510924E+000                  9.2897743318749679E+000                  6.9388268000620856E-001                  3.0611731780193413E-001                  2.1918573622770054E-009                  9.9999999796092709E-001                 -1.3650203741554630E+001                  6.2251229821307974E-001                  1.0111532469862881E-015                  1.6179287750125876E+001 
                                      23                  7.7334288403190067E+002                  1.0984079206866950E+000                  5.9092590198571697E+000                 -5.0845389376669141E+000                  9.2978263390195526E+000                  6.9388268000615838E-001                  3.0611731780198437E-001                  2.1918572512547030E-009                  9.9999999622231694E-001                 -1.3648917795543319E+001                  6.2251229761122984E-001                  1.0857002990696865E-015                  1.6181091863436720E+001 
                                      24                  7.7334288277211078E+002                  1.0983920917620269E+000                  5.9129449483884056E+000                 -5.0781888640004311E+000                  9.3104615462957749E+000                  6.9388268000604547E-001                  3.0611731780209728E-001                  2.1918572512547030E-009                  9.9999999459329836E-001                 -1.3647029142884760E+001                  6.2251229667184405E-001                  1.2136301288114978E-015                  1.6182072878907110E+001 
                                      25                  7.7334287984720470E+002                  1.0983558680294225E+000                  5.9191686577487523E+000                 -5.0671835730658294E+000                  9.3319499564754711E+000                  6.9388268000572295E-001                  3.0611731780241980E-001                  2.1918572512547030E-009                  9.9999999081113888E-001                 -1.3643188188374626E+001                  6.2251229515736339E-001                  1.4647673085453766E-015                  1.6185053655259598E+001 
                                      26                  7.7334287537211037E+002                  1.0983018158052562E+000                  5.9258147902172205E+000                 -5.0547862418716214E+000                  9.3552160598417622E+000                  6.9388268000516928E-001                  3.0611731780297341E-001                  2.1918573622770054E-009                  9.9999998502445064E-001                 -1.3637601253219456E+001                  6.2251229366467609E-001                  1.7916245899108170E-015                  1.6190128298057886E+001 
                                      27                  7.7334287141541461E+002                  1.0982553538471482E+000                  5.9307258558906364E+000                 -5.0453375160718004E+000                  9.3725541106662078E+000                  6.9388268000462694E-001                  3.0611731780351575E-001                  2.1918573622770054E-009                  9.9999997990809675E-001                 -1.3632810008082346E+001                  6.2251229262325902E-001                  2.0792952198299770E-015                  1.6194526459883026E+001 
                                      28                  7.7334286879114609E+002                  1.0982251932935201E+000                  5.9344963372867943E+000                 -5.0380714223984908E+000                  9.3858812704705450E+000                  6.9388268000414299E-001                  3.0611731780399964E-001                  2.1918573622770054E-009                  9.9999997651468797E-001                 -1.3629104340306464E+001                  6.2251229183987977E-001                  2.3303901042538634E-015                  1.6196940435464374E+001 
                                      29                  7.7334286617667215E+002                  1.0981956377582884E+000                  5.9388352766538519E+000                 -5.0296736838700040E+000                  9.4012447002751500E+000                  6.9388268000350928E-001                  3.0611731780463336E-001                  2.1918573622770054E-009                  9.9999997313394462E-001                 -1.3624756727926176E+001                  6.2251229095803196E-001                  2.6563309447591889E-015                  1.6198907760868444E+001 
                                      30                  7.7334286255077677E+002                  1.0981554238096360E+000                  5.9442531792830540E+000                 -5.0189919101962737E+000                  9.4205290103770007E+000                  6.9388268000258835E-001                  3.0611731780555435E-001                  2.1918573622770054E-009                  9.9999996844534456E-001                 -1.3618877254594606E+001                  6.2251228990122431E-001                  3.1277353175455964E-015                  1.6201661918997484E+001 
                                      31                  7.7334285802771069E+002                  1.0981064632514330E+000                  5.9501330032123896E+000                 -5.0071131887252793E+000                  9.4415984909798549E+000                  6.9388268000141795E-001                  3.0611731780672474E-001                  2.1918573622770054E-009                  9.9999996259662449E-001                 -1.3611837469546868E+001                  6.2251228881204412E-001                  3.7343366398257450E-015                  1.6205043428963030E+001 
                                      32                  7.7334285322811422E+002                  1.0980558937450757E+000                  5.9553310137113433E+000                 -4.9963271218990002E+000                  9.4603601817121419E+000                  6.9388268000022879E-001                  3.0611731780791385E-001                  2.1918573622770054E-009                  9.9999995639032646E-001                 -1.3604958318124199E+001                  6.2251228790084778E-001                  4.3681382333800342E-015                  1.6208593997624028E+001 
                                      33                  7.7334284934085508E+002                  1.0980159289838216E+000                  5.9599597013081729E+000                 -4.9866857684428929E+000                  9.4770932189827128E+000                  6.9388267999905884E-001                  3.0611731780908369E-001                  2.1918574732993079E-009                  9.9999995136376041E-001                 -1.3598748257804289E+001                  6.2251228710885242E-001                  5.0205997095851211E-015                  1.6210963454498245E+001 
                                      34                  7.7334284516048365E+002                  1.0979738824434895E+000                  5.9639779131916182E+000                 -4.9781284874977763E+000                  9.4917056403628273E+000                  6.9388267999794451E-001                  3.0611731781019808E-001                  2.1918573622770054E-009                  9.9999994595817454E-001                 -1.3592925481704683E+001                  6.2251228645214574E-001                  5.6659614403039599E-015                  1.6213717470553259E+001 
                                      35                  7.7334284203970003E+002                  1.0979430980191016E+000                  5.9680055576751023E+000                 -4.9696154573394011E+000                  9.5063325551641622E+000                  6.9388267999675124E-001                  3.0611731781139140E-001                  2.1918573622770054E-009                  9.9999994192272823E-001                 -1.3587237207234878E+001                  6.2251228579740314E-001                  6.3930280178222541E-015                  1.6215107044598241E+001 
                                      36                  7.7334283760401831E+002                  1.0979001814250049E+000                  5.9722075535438766E+000                 -4.9605106756346391E+000                  9.5216923427476541E+000                  6.9388267999540099E-001                  3.0611731781274176E-001                  2.1918572512547030E-009                  9.9999993618700389E-001                 -1.3580788706988274E+001                  6.2251228514732782E-001                  7.2523629367583367E-015                  1.6217640287737073E+001 
                                      37                  7.7334283382909859E+002                  1.0978644059121234E+000                  5.9754750910828642E+000                 -4.9533558601170178E+000                  9.5336718331740045E+000                  6.9388267999428244E-001                  3.0611731781386031E-001                  2.1918572512547030E-009                  9.9999993130570242E-001                 -1.3575602049374908E+001                  6.2251228465619435E-001                  7.9990583993050654E-015                  1.6219705951235177E+001 
                                      38                  7.7334283099790878E+002                  1.0978380070274634E+000                  5.9782054445359032E+000                 -4.9473751636843222E+000                  9.5436857639735813E+000                  6.9388267999330433E-001                  3.0611731781483825E-001                  2.1918573622770054E-009                  9.9999992764472623E-001                 -1.3571263177638910E+001                  6.2251228425050886E-001                  8.6802345207862792E-015                  1.6221015092819769E+001 
                                      39                  7.7334282816671896E+002                  1.0978119644752087E+000                  5.9813127821942444E+000                 -4.9405658164337183E+000                  9.5550868231342285E+000                  6.9388267999214204E-001                  3.0611731781600071E-001                  2.1918572512547030E-009                  9.9999992398375015E-001                 -1.3566318598806108E+001                  6.2251228379400203E-001                  9.5246223167195938E-015                  1.6222070743323094E+001 
                                      40                  7.7334282439179913E+002                  1.0977777741459991E+000                  5.9864668545552107E+000                 -4.9293658070633750E+000                  9.5739668621707867E+000                  6.9388267999010167E-001                  3.0611731781804102E-001                  2.1918573622770054E-009                  9.9999991910244868E-001                 -1.3558334774223816E+001                  6.2251228303917394E-001                  1.1102951825413624E-014                  1.6222911808591441E+001 
                                      41                  7.7334281684195957E+002                  1.0977111111933029E+000                  5.9921455749493990E+000                 -4.9164411774739918E+000                  9.5950164312793778E+000                  6.9388267998763753E-001                  3.0611731782050522E-001                  2.1918572512547030E-009                  9.9999990933984573E-001                 -1.3548192352527138E+001                  6.2251228227850697E-001                  1.3155997796739689E-014                  1.6226476276570086E+001 
                                      42                  7.7334281117957983E+002                  1.0976625606603359E+000                  5.9960318027230821E+000                 -4.9075216720164549E+000                  9.6094570820737335E+000                  6.9388267998584119E-001                  3.0611731782230162E-001                  2.1918571402324005E-009                  9.9999990201789346E-001                 -1.3541079777495854E+001                  6.2251228177339213E-001                  1.4772813334701813E-014                  1.6228893829392707E+001 
                                      43                  7.7334280740466011E+002                  1.0976308428176365E+000                  5.9998058426567917E+000                 -4.8989789833064314E+000                  9.6234369995358087E+000                  6.9388267998402087E-001                  3.0611731782412188E-001                  2.1918572512547030E-009                  9.9999989713659199E-001                 -1.3534447315605068E+001                  6.2251228127838532E-001                  1.6523603626425070E-014                  1.6229811445597406E+001 
                                      44                  7.7334280174228036E+002                  1.0975841801265824E+000                  6.0048829040405716E+000                 -4.8873866770561314E+000                  9.6422902975220026E+000                  6.9388267998142894E-001                  3.0611731782671370E-001                  2.1918573622770054E-009                  9.9999988981463972E-001                 -1.3525294307939335E+001                  6.2251228063163511E-001                  1.9206416950606458E-014                  1.6231422098463781E+001 
                                      45                  7.7334279419244081E+002                  1.0975235795013198E+000                  6.0090291022895173E+000                 -4.8775684084093678E+000                  9.6578319218561575E+000                  6.9388267997917297E-001                  3.0611731782896967E-001                  2.1918573622770054E-009                  9.9999988005203677E-001                 -1.3517010436430654E+001                  6.2251228014284909E-001                  2.1726741748768450E-014                  1.6234509045144364E+001 
                                      46                  7.7334279041752097E+002                  1.0974939472811034E+000                  6.0117221632570583E+000                 -4.8712757980818404E+000                  9.6678950901653113E+000                  6.9388267997765829E-001                  3.0611731783048440E-001                  2.1918573622770054E-009                  9.9999987517073530E-001                 -1.3511824676087516E+001                  6.2251227982146651E-001                  2.3529454708775692E-014                  1.6235569392810891E+001 
                                      47                  7.7334278664260125E+002                  1.0974647353782050E+000                  6.0140238737666660E+000                 -4.8658519590248890E+000                  9.6765153529601609E+000                  6.9388267997632513E-001                  3.0611731783181767E-001                  2.1918571402324005E-009                  9.9999987028943382E-001                 -1.3507287377090941E+001                  6.2251227955303212E-001                  2.5188079294510162E-014                  1.6236815226537662E+001 
                                      48                  7.7334278381141144E+002                  1.0974430945662081E+000                  6.0169274302539915E+000                 -4.8591018853812722E+000                  9.6873550566329421E+000                  6.9388267997460118E-001                  3.0611731783354146E-001                  2.1918573622770054E-009                  9.9999986662845763E-001                 -1.3501775476828875E+001                  6.2251227920934116E-001                  2.7438286780914659E-014                  1.6237067133572346E+001 
                                      49                  7.7334277814903180E+002                  1.0974004709915277E+000                  6.0222240221098566E+000                 -4.8468049585229220E+000                  9.7071275740901939E+000                  6.9388267997131370E-001                  3.0611731783682905E-001                  2.1918572512547030E-009                  9.9999985930650548E-001                 -1.3491758569182483E+001                  6.2251227858951141E-001                  3.2058657694395070E-014                  1.6237855416789856E+001 
                                      50                  7.7334276776800232E+002                  1.0973244782174345E+000                  6.0278161431317931E+000                 -4.8332739464169858E+000                  9.7282250462561048E+000                  6.9388267996760455E-001                  3.0611731784053808E-001                  2.1918573622770054E-009                  9.9999984588292634E-001                 -1.3479921075116030E+001                  6.2251227799263598E-001                  3.7808928991131868E-014                  1.6240969154690813E+001 
                                      51                  7.7334276021816277E+002                  1.0972708821439272E+000                  6.0323302735942175E+000                 -4.8224081160743681E+000                  9.7452376613294671E+000                  6.9388267996446462E-001                  3.0611731784367807E-001                  2.1918573622770054E-009                  9.9999983612032339E-001                 -1.3470496351148046E+001                  6.2251227751369020E-001                  4.3169980263755635E-014                  1.6242599663146571E+001 
                                      52                  7.7334275266832321E+002                  1.0972185912610719E+000                  6.0355883988093062E+000                 -4.8144103148178861E+000                  9.7575794316503668E+000                  6.9388267996210395E-001                  3.0611731784603885E-001                  2.1918571402324005E-009                  9.9999982635772044E-001                 -1.3463336462873224E+001                  6.2251227718489477E-001                  4.7511071606647214E-014                  1.6244721248562552E+001 
                                      53                  7.7334274889340350E+002                  1.0971929159846237E+000                  6.0387765435777840E+000                 -4.8067775362756278E+000                  9.7695829430203780E+000                  6.9388267995973640E-001                  3.0611731784840640E-001                  2.1918571402324005E-009                  9.9999982147641897E-001                 -1.3456775330370602E+001                  6.2251227685065769E-001                  5.2147598807953631E-014                  1.6244849220217027E+001 
                                      54                  7.7334274134356383E+002                  1.0971424467683570E+000                  6.0425323451690245E+000                 -4.7975709431895526E+000                  9.7838092441458748E+000                  6.9388267995684016E-001                  3.0611731785130258E-001                  2.1918572512547030E-009                  9.9999981171381591E-001                 -1.3448551446945952E+001                  6.2251227647841079E-001                  5.8207594221107541E-014                  1.6246510760505547E+001 
                                      55                  7.7334273506629722E+002                  1.0971013516564605E+000                  6.0461628752089194E+000                 -4.7887125191255606E+000                  9.7975474205404485E+000                  6.9388267995394848E-001                  3.0611731785419416E-001                  2.1918573622770054E-009                  9.9999980359676111E-001                 -1.3440696504433600E+001                  6.2251227611934223E-001                  6.4711169224819142E-014                  1.6247431353502062E+001 
                                      56                  7.7334272755925667E+002                  1.0970531830787569E+000                  6.0493491057189290E+000                 -4.7808055104065064E+000                  9.8096571492056714E+000                  6.9388267995132458E-001                  3.0611731785681806E-001                  2.1918573622770054E-009                  9.9999979388950100E-001                 -1.3433497382522416E+001                  6.2251227581791402E-001                  7.1021788921961559E-014                  1.6249039417718070E+001 
                                      57                  7.7334272255456301E+002                  1.0970216413769462E+000                  6.0528919179802241E+000                 -4.7721797920052280E+000                  9.8230601987240096E+000                  6.9388267994833064E-001                  3.0611731785981222E-001                  2.1918571402324005E-009                  9.9999978741799433E-001                 -1.3425875272359692E+001                  6.2251227547315813E-001                  7.8715682121707883E-014                  1.6249235952336914E+001 
                                      58                  7.7334271330252068E+002                  1.0969644602646331E+000                  6.0573136937115635E+000                 -4.7612085101845105E+000                  9.8398700365237897E+000                  6.9388267994444686E-001                  3.0611731786369584E-001                  2.1918573622770054E-009                  9.9999977545429419E-001                 -1.3415888887865991E+001                  6.2251227506388918E-001                  8.9510279040987517E-014                  1.6250713470372681E+001 
                                      59                  7.7334270405047823E+002                  1.0969086838294586E+000                  6.0606957220320448E+000                 -4.7526839364486895E+000                  9.8527797933906438E+000                  6.9388267994137087E-001                  3.0611731786677182E-001                  2.1918573622770054E-009                  9.9999976349059405E-001                 -1.3407944262685213E+001                  6.2251227476459503E-001                  9.8760864046352781E-014                  1.6252482541889890E+001 
                                      60                  7.7334269860487643E+002                  1.0968764830483544E+000                  6.0631445378894879E+000                 -4.7465666645621747E+000                  9.8621072670788816E+000                  6.9388267993909436E-001                  3.0611731786904828E-001                  2.1918573622770054E-009                  9.9999975644895467E-001                 -1.3402318689085675E+001                  6.2251227454552660E-001                  1.0602230043805875E-013                  1.6253177638411412E+001 
                                      61                  7.7334269315927475E+002                  1.0968447256386384E+000                  6.0667341236557863E+000                 -4.7377161640949854E+000                  9.8757372129815835E+000                  6.9388267993567887E-001                  3.0611731787246377E-001                  2.1918573622770054E-009                  9.9999974940731529E-001                 -1.3394340682299111E+001                  6.2251227421849953E-001                  1.1758655677303105E-013                  1.6253224204169232E+001 
                                      62                  7.7334268226807137E+002                  1.0967824718794257E+000                  6.0713299676297172E+000                 -4.7261504542894865E+000                  9.8932794148223469E+000                  6.9388267993113972E-001                  3.0611731787700291E-001                  2.1918573622770054E-009                  9.9999973532403663E-001                 -1.3383587054667188E+001                  6.2251227382221896E-001                  1.3427700719642023E-013                  1.6254670331090939E+001 
                                      63                  7.7334267137686788E+002                  1.0967218283850904E+000                  6.0751780329247280E+000                 -4.7163548906879758E+000                  9.9080115290994737E+000                  6.9388267992720509E-001                  3.0611731788093755E-001                  2.1918573622770054E-009                  9.9999972124075787E-001                 -1.3374325997288482E+001                  6.2251227350260874E-001                  1.5005322466555150E-013                  1.6256240422696770E+001 
